ENSG00000000003 TSPAN6
ENSG00000278872 AC148477.5
ENSG00000278873 AC005495.1
ENSG00000278875 AC025809.2
ENSG00000278876 AC145207.9
ENSG00000278879 AP000560.1
ENSG00000278885 AC106730.2
ENSG00000278886 AC087821.1
ENSG00000278890 FP325330.2
ENSG00000278891 AC105101.1
ENSG00000278893 AC010533.1
ENSG00000278896 AC025031.5
ENSG00000278897 AC020951.1
ENSG00000278898 AC087045.3
ENSG00000278899 AL358852.1
ENSG00000278900 AC139792.2
ENSG00000278901 AC005609.1
ENSG00000278903 CU633906.2
ENSG00000278905 AC106818.1
ENSG00000278909 AC007608.4
ENSG00000278910 BANCR
ENSG00000278912 AC008870.5
ENSG00000278916 CEP83-AS1
ENSG00000278917 AC006213.6
ENSG00000278920 AC005005.4
ENSG00000278921 EPB41L4A-AS2
ENSG00000278922 AC002310.6
ENSG00000278928 AC136621.1
ENSG00000278929 AP001784.1
ENSG00000278931 CR381670.1
ENSG00000278932 CR381653.1
ENSG00000278934 AC117489.1
ENSG00000278937 AL137141.1
ENSG00000278943 AC079228.1
ENSG00000278948 AL031587.5
ENSG00000278949 AC127070.4
ENSG00000278952 AP003068.4
ENSG00000278953 AP003499.2
ENSG00000278954 AC130686.1
ENSG00000278957 AC012354.3
ENSG00000278959 AC006378.2
ENSG00000278962 AC092645.1
ENSG00000278963 AC005921.3
ENSG00000278965 AC122713.2
ENSG00000278966 AL031602.1
ENSG00000278967 AL138847.2
ENSG00000278969 AC026310.3
ENSG00000278970 HEIH
ENSG00000278971 AC091305.1
ENSG00000278972 AC015920.1
ENSG00000278975 AC007012.2
ENSG00000278977 AC003101.3
ENSG00000278978 AC092611.3
ENSG00000278979 AC007598.3
ENSG00000278982 AL139125.2
ENSG00000278983 AC048380.2
ENSG00000278985 AC092718.7
ENSG00000278986 AC091060.1
ENSG00000278987 AL031009.1
ENSG00000278989 AP001148.1
ENSG00000278991 AC090181.3
ENSG00000278993 AC002350.1
ENSG00000278995 Z69720.2
ENSG00000278997 AL662907.1
ENSG00000278998 AC099552.4
ENSG00000279001 AC079602.3
ENSG00000279006 AL022323.2
ENSG00000279009 AC005943.2
ENSG00000279011 AC091905.2
ENSG00000279012 OR51B2
ENSG00000279013 AC110774.1
ENSG00000279019 AC009090.4
ENSG00000279020 C18orf15
ENSG00000279021 AC092139.2
ENSG00000279022 AL359715.4
ENSG00000279025 AL356863.1
ENSG00000279026 AC005225.4
ENSG00000279029 AL353583.1
ENSG00000279030 AC007336.3
ENSG00000279031 AC004232.3
ENSG00000279032 AL079305.1
ENSG00000279033 AC090984.1
ENSG00000279034 AC011266.1
ENSG00000279035 AC022211.4
ENSG00000279036 AC015656.1
ENSG00000279039 AC011447.6
ENSG00000279041 AC102945.2
ENSG00000279043 AC004014.2
ENSG00000279044 AC007787.2
ENSG00000279047 AC244517.5
ENSG00000279048 AC080080.1
ENSG00000279049 AL353898.2
ENSG00000279050 PWAR1
ENSG00000279056 AP003400.3
ENSG00000279057 AC141586.4
ENSG00000279058 AGAP14P
ENSG00000279059 AC007485.2
ENSG00000279063 AC008735.5
ENSG00000279064 FP236315.1
ENSG00000279066 HEXDC-IT1
ENSG00000279068 AC244517.6
ENSG00000279069 AC015813.5
ENSG00000279070 AC073263.2
ENSG00000279071 AC073592.3
ENSG00000279072 AC118758.3
ENSG00000279075 AC091965.5
ENSG00000279076 AL136140.2
ENSG00000279077 AC023090.2
ENSG00000279078 SND1-IT1
ENSG00000279080 AL022322.2
ENSG00000279081 AL356585.1
ENSG00000279083 AL160274.1
ENSG00000279085 AL022323.3
ENSG00000279086 AC073130.3
ENSG00000279088 AC022400.7
ENSG00000279089 AC005839.1
ENSG00000279091 AC026523.2
ENSG00000279092 AC025678.3
ENSG00000279095 AC243964.3
ENSG00000279096 AL356289.3
ENSG00000279098 AC097460.3
ENSG00000279099 AC090740.1
ENSG00000279103 AC138470.1
ENSG00000279104 AC093775.1
ENSG00000279106 AC009093.7
ENSG00000279107 AC138951.2
ENSG00000279108 AC008537.3
ENSG00000279110 AL022323.4
ENSG00000279114 Z99129.3
ENSG00000279116 OR8D2
ENSG00000279117 AP001972.5
ENSG00000279118 AC093535.2
ENSG00000279119 AC006449.7
ENSG00000279122 AC020763.2
ENSG00000279123 AC027281.2
ENSG00000279124 AL356585.2
ENSG00000279127 AL121950.1
ENSG00000279129 AC046158.3
ENSG00000279130 AC091925.1
ENSG00000279133 AC018628.1
ENSG00000279134 AC090643.1
ENSG00000279135 AL512652.2
ENSG00000279136 AL031258.1
ENSG00000279137 AL356309.3
ENSG00000279138 AP002847.1
ENSG00000279140 AL590326.1
ENSG00000279141 LINC01451
ENSG00000279143 AC139099.4
ENSG00000279144 AC099667.1
ENSG00000279145 AC011912.1
ENSG00000279146 AC063926.2
ENSG00000279147 AC112504.1
ENSG00000279148 AC126474.1
ENSG00000279149 AL356750.1
ENSG00000279159 AC003681.1
ENSG00000279160 AC009336.3
ENSG00000279161 AC093503.3
ENSG00000279162 AC141586.5
ENSG00000279164 AL118508.3
ENSG00000279165 AC135776.4
ENSG00000279166 AC009951.1
ENSG00000279167 CR381572.1
ENSG00000279170 AL137784.3
ENSG00000279173 AC092451.3
ENSG00000279174 AC104581.3
ENSG00000279175 AL033543.1
ENSG00000279176 AC079316.2
ENSG00000279179 AL662907.2
ENSG00000279180 AC061709.2
ENSG00000279187 AC027601.5
ENSG00000279190 AC007656.2
ENSG00000279191 AC068491.4
ENSG00000279192 PWAR5
ENSG00000279193 AC026336.4
ENSG00000279196 AC135048.4
ENSG00000279198 AC008894.3
ENSG00000279199 AC068669.1
ENSG00000279200 AC020558.3
ENSG00000279202 AC130448.1
ENSG00000279203 AC005785.2
ENSG00000279204 AC134043.2
ENSG00000279206 AC004943.3
ENSG00000279207 AC015813.6
ENSG00000279208 CR381653.2
ENSG00000279209 AP001002.1
ENSG00000279212 AL390961.3
ENSG00000279214 AL109659.3
ENSG00000279217 Z95114.1
ENSG00000279220 AC007383.4
ENSG00000279221 AC068254.2
ENSG00000279225 AC138305.3
ENSG00000279227 AC009303.4
ENSG00000279232 AC008522.1
ENSG00000279233 AC122688.3
ENSG00000279235 AC011944.2
ENSG00000279236 AC064801.2
ENSG00000279237 AL161773.1
ENSG00000279243 AP000769.3
ENSG00000279246 AP003108.3
ENSG00000279250 AC022919.1
ENSG00000279253 AL121753.2
ENSG00000279254 AC020604.1
ENSG00000279259 AC087741.3
ENSG00000279261 AL360294.1
ENSG00000279265 AC000123.2
ENSG00000279266 AC068860.1
ENSG00000279267 AL078621.3
ENSG00000279268 AC068213.1
ENSG00000279269 AP003072.3
ENSG00000279277 AC012020.1
ENSG00000279278 AC245060.6
ENSG00000279281 AC015883.1
ENSG00000279283 AC131009.4
ENSG00000279286 AL133373.2
ENSG00000279288 AC073346.2
ENSG00000279289 AL136164.3
ENSG00000279294 AC092135.1
ENSG00000279295 AP001541.1
ENSG00000279296 PRAL
ENSG00000279298 Z99916.3
ENSG00000279302 AC013643.3
ENSG00000279305 AC134026.1
ENSG00000279306 AL139288.1
ENSG00000279307 AC012065.5
ENSG00000279310 AC073530.2
ENSG00000279312 AL136164.4
ENSG00000279314 AC002525.1
ENSG00000279317 AC006994.2
ENSG00000279319 AC105074.1
ENSG00000279320 AC069528.2
ENSG00000279321 AC018692.1
ENSG00000279322 AL035252.4
ENSG00000279324 AL645730.1
ENSG00000279325 AL136359.1
ENSG00000279326 AC004972.1
ENSG00000279328 AC073439.1
ENSG00000279329 AC020910.5
ENSG00000279330 AJ003147.3
ENSG00000279331 RBM12B-AS1
ENSG00000279332 AC090772.4
ENSG00000279333 AC096636.1
ENSG00000279337 AC127024.7
ENSG00000279340 AC090617.7
ENSG00000279341 AP000756.2
ENSG00000279342 AP000866.6
ENSG00000279344 AC007342.6
ENSG00000279345 Z98885.3
ENSG00000279347 AC021945.1
ENSG00000279348 AC012513.3
ENSG00000279349 AC092692.1
ENSG00000279352 AC006557.6
ENSG00000279353 AP001324.3
ENSG00000279354 AC090373.1
ENSG00000279355 AGPAT4-IT1
ENSG00000279356 AC007610.4
ENSG00000279357 AC007224.2
ENSG00000279359 AL359195.2
ENSG00000279360 AC007546.2
ENSG00000279361 AC079331.1
ENSG00000279364 AC114546.3
ENSG00000279365 AP000695.3
ENSG00000279366 AC120349.2
ENSG00000279369 AC046185.3
ENSG00000279370 AC004777.1
ENSG00000279372 AC137723.2
ENSG00000279376 AC092435.4
ENSG00000279377 AC003973.3
ENSG00000279378 AC009159.4
ENSG00000279382 AC018665.1
ENSG00000279384 AC080188.2
ENSG00000279386 AC021106.3
ENSG00000279390 AF127577.6
ENSG00000279391 AC116456.2
ENSG00000279392 AL158801.5
ENSG00000279393 AL139005.1
ENSG00000279394 AC015871.4
ENSG00000279399 AL356095.2
ENSG00000279400 AC008957.3
ENSG00000279401 AL133383.2
ENSG00000279403 AL078595.3
ENSG00000279404 AC008739.5
ENSG00000279406 AL359183.1
ENSG00000279407 AC007191.1
ENSG00000279409 AC020658.6
ENSG00000279410 AC099494.1
ENSG00000279415 AC099494.2
ENSG00000279416 AC099689.1
ENSG00000279417 AC019322.4
ENSG00000279418 LINC00244
ENSG00000279419 AC004925.1
ENSG00000279422 AC231657.1
ENSG00000279423 AL445363.3
ENSG00000279425 AC092279.2
ENSG00000279427 AC007490.1
ENSG00000279428 AC087164.2
ENSG00000279429 AC004009.2
ENSG00000279432 AC015799.1
ENSG00000279433 AC018529.3
ENSG00000279434 AL049776.1
ENSG00000279437 Z82170.1
ENSG00000279439 AC105114.1
ENSG00000279440 AL008638.3
ENSG00000279443 AL513497.1
ENSG00000279447 AL118508.4
ENSG00000279453 Z99129.4
ENSG00000279454 AP003499.3
ENSG00000279455 AC117500.5
ENSG00000279456 AL353763.1
ENSG00000279457 FO538757.1
ENSG00000279460 AC112243.1
ENSG00000279461 AC005480.2
ENSG00000279462 AC093028.1
ENSG00000279463 AL159972.1
ENSG00000279464 AC096720.2
ENSG00000279467 AP000350.7
ENSG00000279469 AC109454.4
ENSG00000279474 AC125437.2
ENSG00000279476 AC092139.3
ENSG00000279479 AP005205.3
ENSG00000279481 AC104791.2
ENSG00000279483 AC090498.1
ENSG00000279484 KLHL30-AS1
ENSG00000279485 AC016734.2
ENSG00000279488 AC004623.1
ENSG00000279489 AL355377.2
ENSG00000279490 AC109446.4
ENSG00000279491 AP003733.4
ENSG00000279494 AL117328.2
ENSG00000279495 AL928654.4
ENSG00000279499 AL157770.1
ENSG00000279500 AC108704.2
ENSG00000279502 AC016542.2
ENSG00000279504 AD001527.2
ENSG00000279509 AC007494.3
ENSG00000279511 AL356274.2
ENSG00000279512 AC011755.1
ENSG00000279513 AL157902.2
ENSG00000279518 AC083843.4
ENSG00000279519 AC007382.1
ENSG00000279520 AC093525.8
ENSG00000279521 AL359396.1
ENSG00000279525 AC002451.2
ENSG00000279526 AC011239.2
ENSG00000279527 AC073592.7
ENSG00000279528 AC115618.3
ENSG00000279529 AC008764.8
ENSG00000279530 AC092881.1
ENSG00000279539 AC006486.2
ENSG00000279541 AC005261.5
ENSG00000279544 AL133243.4
ENSG00000279548 AL022323.5
ENSG00000279549 AP000437.1
ENSG00000279551 AC025263.3
ENSG00000279554 AC130448.2
ENSG00000279555 AC091181.1
ENSG00000279557 AC010435.1
ENSG00000279561 AL845472.2
ENSG00000279562 AC090617.8
ENSG00000279565 AL121835.2
ENSG00000279567 AC005703.5
ENSG00000279568 AC093525.9
ENSG00000279570 AC099804.1
ENSG00000279571 AL162426.1
ENSG00000279572 AC021683.4
ENSG00000279573 AC134407.2
ENSG00000279583 AC009086.3
ENSG00000279584 AC005593.1
ENSG00000279587 AC006963.1
ENSG00000279589 AC079416.2
ENSG00000279590 AC005786.4
ENSG00000279591 AC002044.2
ENSG00000279592 AC010653.2
ENSG00000279593 AL132642.2
ENSG00000279594 AL049780.3
ENSG00000279598 AC009948.5
ENSG00000279599 AC005514.1
ENSG00000279600 AC015804.1
ENSG00000279601 AC005052.1
ENSG00000279602 AC109326.1
ENSG00000279603 AP000720.2
ENSG00000279604 AC092723.2
ENSG00000279605 AC067930.6
ENSG00000279606 AC006600.2
ENSG00000279608 AL353795.3
ENSG00000279609 AL158070.2
ENSG00000279616 AL096817.1
ENSG00000279619 AC020907.5
ENSG00000279620 AC099494.3
ENSG00000279621 AC020978.8
ENSG00000279622 AC025280.2
ENSG00000279623 AL359697.1
ENSG00000279628 AC131280.1
ENSG00000279631 AL158211.5
ENSG00000279632 AP003108.4
ENSG00000279633 AL137918.1
ENSG00000279635 AC091895.1
ENSG00000279636 AL132989.2
ENSG00000279637 AC018445.3
ENSG00000279638 AC008873.1
ENSG00000279641 AC120057.3
ENSG00000279645 AC016251.1
ENSG00000279648 AP000432.2
ENSG00000279649 AC020978.9
ENSG00000279652 Z82217.1
ENSG00000279653 AC004678.2
ENSG00000279656 AL132780.4
ENSG00000279657 AL161901.1
ENSG00000279658 AC110491.2
ENSG00000279659 AL451064.2
ENSG00000279660 AC005703.6
ENSG00000279662 AC131649.2
ENSG00000279663 AC104623.2
ENSG00000279665 AC012100.3
ENSG00000279666 AC116553.2
ENSG00000279667 AL603839.4
ENSG00000279668 AC024610.2
ENSG00000279669 AC079801.1
ENSG00000279670 AL359922.3
ENSG00000279671 AC106754.2
ENSG00000279672 AP006621.5
ENSG00000279673 AC092919.2
ENSG00000279674 AC123769.1
ENSG00000279675 AC080100.1
ENSG00000279676 AC011483.3
ENSG00000279679 AC091925.2
ENSG00000279684 AP003969.2
ENSG00000279685 MAPT-IT1
ENSG00000279689 AC022400.8
ENSG00000279690 AP000280.1
ENSG00000279691 AC113410.3
ENSG00000279692 AC110285.7
ENSG00000279693 AC099521.2
ENSG00000279694 AC011270.2
ENSG00000279696 AP001273.1
ENSG00000279697 AP003400.5
ENSG00000279698 AC027335.2
ENSG00000279699 AC004264.2
ENSG00000279700 AC131212.2
ENSG00000279701 AP003497.2
ENSG00000279704 AC148477.8
ENSG00000279707 AC120349.3
ENSG00000279711 AP004782.1
ENSG00000279713 AC080038.3
ENSG00000279714 Z95114.2
ENSG00000279715 AL161912.4
ENSG00000279716 AC006128.1
ENSG00000279717 AC005336.3
ENSG00000279721 AC018737.2
ENSG00000279722 AC007342.7
ENSG00000279727 LINC02033
ENSG00000279729 AC092326.2
ENSG00000279730 SETD8P1
ENSG00000279733 AP001642.1
ENSG00000279735 AC124312.6
ENSG00000279738 AL022311.1
ENSG00000279739 AC011369.2
ENSG00000279741 AC007342.8
ENSG00000279743 AC002090.1
ENSG00000279744 AC132938.5
ENSG00000279746 AC092850.1
ENSG00000279747 AC130456.6
ENSG00000279748 AC008764.9
ENSG00000279752 AC011389.3
ENSG00000279753 AC011558.1
ENSG00000279756 AC012317.2
ENSG00000279758 AC105339.5
ENSG00000279759 AC118344.2
ENSG00000279762 AC005899.8
ENSG00000279765 AC013394.1
ENSG00000279766 AC067931.1
ENSG00000279774 AL590483.3
ENSG00000279778 AL445437.1
ENSG00000279785 AC008267.8
ENSG00000279786 AC105235.1
ENSG00000279789 AC120114.4
ENSG00000279790 AL590552.1
ENSG00000279791 AC018892.3
ENSG00000279792 AC015909.5
ENSG00000279794 AC024580.1
ENSG00000279796 AL133384.2
ENSG00000279799 AC006077.2
ENSG00000279800 BCLAF1P2
ENSG00000279801 AC111170.3
ENSG00000279803 AC009090.5
ENSG00000279805 Z95114.3
ENSG00000279806 AC018629.1
ENSG00000279807 AC011472.5
ENSG00000279810 AL109924.4
ENSG00000279811 AC093330.2
ENSG00000279812 AC120057.4
ENSG00000279813 CR392000.1
ENSG00000279814 AC010997.6
ENSG00000279815 AC020763.5
ENSG00000279817 AC073911.3
ENSG00000279818 AP002991.2
ENSG00000279819 AL390318.1
ENSG00000279821 AC145098.2
ENSG00000279822 AC016397.2
ENSG00000279827 AC136469.2
ENSG00000279829 AC015959.1
ENSG00000279833 AL031846.2
ENSG00000279834 AC068870.3
ENSG00000279835 AL121785.1
ENSG00000279836 AP002967.1
ENSG00000279837 AC112694.2
ENSG00000279838 AL356273.3
ENSG00000279839 AL512383.1
ENSG00000279840 AC004801.7
ENSG00000279841 AC092135.3
ENSG00000279845 AC097372.3
ENSG00000279851 CR382287.2
ENSG00000279852 AC083964.2
ENSG00000279853 AC004453.2
ENSG00000279856 AC106733.1
ENSG00000279858 AC068880.4
ENSG00000279859 AC093323.2
ENSG00000279860 AC008568.2
ENSG00000279861 AC073548.1
ENSG00000279862 AC092964.1
ENSG00000279863 AC069547.1
ENSG00000279865 AC006511.3
ENSG00000279869 AC022418.1
ENSG00000279873 LINC01126
ENSG00000279879 AC091152.4
ENSG00000279880 AC134407.3
ENSG00000279881 AC041040.1
ENSG00000279885 AP005060.1
ENSG00000279891 AC022498.2
ENSG00000279894 Z73965.1
ENSG00000279897 BIRC6-AS2
ENSG00000279900 AP001767.4
ENSG00000279901 AC092117.2
ENSG00000279903 AP006248.3
ENSG00000279904 AC068057.2
ENSG00000279905 AC063926.3
ENSG00000279907 AC018695.7
ENSG00000279908 AC026748.1
ENSG00000279910 AL731532.1
ENSG00000279912 AC068448.1
ENSG00000279914 AL008638.5
ENSG00000279917 AC079331.2
ENSG00000279918 AC006840.1
ENSG00000279923 AC022417.1
ENSG00000279924 AL356585.4
ENSG00000279926 AL138831.3
ENSG00000279927 Z95114.4
ENSG00000279933 AL031595.1
ENSG00000279936 AC008806.1
ENSG00000279940 AC073862.3
ENSG00000279942 AL353597.3
ENSG00000279943 AC110771.1
ENSG00000279945 AC013489.3
ENSG00000279946 AC244034.3
ENSG00000279948 AC008895.1
ENSG00000279949 AC022784.8
ENSG00000279951 AL138688.2
ENSG00000279953 AC117503.3
ENSG00000279954 BX324167.2
ENSG00000279956 AC073082.1
ENSG00000279957 AC110769.3
ENSG00000279958 AC019278.1
ENSG00000279959 AC024580.2
ENSG00000279960 AL137783.1
ENSG00000279961 OR5R1
ENSG00000279962 AP001525.1
ENSG00000279966 AC008626.2
ENSG00000279968 GVQW2
ENSG00000279970 AC023024.2
ENSG00000279976 AC073862.4
ENSG00000279977 AC008764.10
ENSG00000279980 AC018946.2
ENSG00000279981 AC018445.4
ENSG00000279982 AL162274.3
ENSG00000279985 AC008498.2
ENSG00000279989 AC011815.3
ENSG00000279991 AC009044.1
ENSG00000279993 AC078925.3
ENSG00000279994 AC017037.4
ENSG00000279995 AC139792.3
ENSG00000279996 AC004491.1
ENSG00000280000 AC009135.2
ENSG00000280002 AC078925.4
ENSG00000280003 AC097637.2
ENSG00000280005 AC079298.2
ENSG00000280007 AC008079.2
ENSG00000280009 AC020923.1
ENSG00000280010 AP001350.2
ENSG00000280011 AL031595.2
ENSG00000280012 RPL23AP61
ENSG00000280015 AC024023.1
ENSG00000280017 AC112200.2
ENSG00000280022 AC126544.1
ENSG00000280023 AD000813.1
ENSG00000280024 AC048347.1
ENSG00000280025 AL008638.6
ENSG00000280028 AC007431.3
ENSG00000280029 AC244517.11
ENSG00000280032 AP002800.1
ENSG00000280033 AC116407.4
ENSG00000280035 AC011676.5
ENSG00000280036 AC020661.4
ENSG00000280037 AC092653.2
ENSG00000280039 RN7SKP23
ENSG00000280042 AC022336.3
ENSG00000280044 AC099506.2
ENSG00000280046 AC104581.4
ENSG00000280047 AC091825.1
ENSG00000280048 AC012409.5
ENSG00000280051 AC079456.1
ENSG00000280053 AC011199.1
ENSG00000280054 AC004241.5
ENSG00000280055 TMEM75
ENSG00000280056 AC097520.1
ENSG00000280057 AL022069.2
ENSG00000280059 AC093831.2
ENSG00000280060 AL512506.2
ENSG00000280061 AC011504.1
ENSG00000280062 AL031719.1
ENSG00000280063 AC012676.5
ENSG00000280064 AC130304.1
ENSG00000280067 AC023818.1
ENSG00000280069 AC127024.8
ENSG00000280070 AL049833.3
ENSG00000280071 FP565260.6
ENSG00000280073 AL157996.1
ENSG00000280076 AC112693.3
ENSG00000280077 AL353763.2
ENSG00000280078 AC016526.3
ENSG00000280079 AC011447.7
ENSG00000280083 AC079777.1
ENSG00000280087 AC011481.3
ENSG00000280088 AC126474.2
ENSG00000280093 AP002791.1
ENSG00000280096 AC015967.2
ENSG00000280097 AC073592.8
ENSG00000280099 AL603750.1
ENSG00000280103 AC007792.1
ENSG00000280105 AC009487.4
ENSG00000280106 AC008555.8
ENSG00000280107 AL022393.1
ENSG00000280108 AJ239318.1
ENSG00000280109 PLAC4
ENSG00000280114 AL021920.2
ENSG00000280115 AC136603.1
ENSG00000280116 AC231657.2
ENSG00000280117 AC122688.4
ENSG00000280118 AC090983.1
ENSG00000280119 AC093642.2
ENSG00000280120 AC073857.1
ENSG00000280121 AC010335.3
ENSG00000280122 AC016168.3
ENSG00000280123 AC023632.6
ENSG00000280124 AP003485.2
ENSG00000280128 AL662795.1
ENSG00000280129 AL132780.5
ENSG00000280131 AC027348.2
ENSG00000280132 AC026471.6
ENSG00000280134 AL731532.2
ENSG00000280138 AC027290.2
ENSG00000280140 AC098679.4
ENSG00000280143 AP000892.3
ENSG00000280147 AC084026.3
ENSG00000280149 AC004877.2
ENSG00000280150 AC148477.9
ENSG00000280152 AC009078.3
ENSG00000280153 AC133065.3
ENSG00000280155 AL021408.2
ENSG00000280157 AL359510.2
ENSG00000280159 AC016583.1
ENSG00000280160 AC135050.7
ENSG00000280161 AC022413.1
ENSG00000280162 AL136531.3
ENSG00000280163 AC040160.2
ENSG00000280164 CU638689.5
ENSG00000280165 PCDH20
ENSG00000280166 AC016542.3
ENSG00000280169 AL136526.1
ENSG00000280173 AC104447.1
ENSG00000280176 AC012486.1
ENSG00000280177 AC004408.2
ENSG00000280180 AC023824.6
ENSG00000280181 AC025262.2
ENSG00000280182 AC131888.1
ENSG00000280183 AC067852.4
ENSG00000280184 AL023806.3
ENSG00000280186 AL359258.3
ENSG00000280187 AC022107.1
ENSG00000280190 AC027279.4
ENSG00000280193 AC132219.2
ENSG00000280194 AD000864.1
ENSG00000280195 AC245140.2
ENSG00000280197 C18orf12
ENSG00000280198 AC087163.3
ENSG00000280200 AC073862.5
ENSG00000280202 AC005831.1
ENSG00000280204 OR1S1
ENSG00000280205 AC009716.2
ENSG00000280206 AC026401.3
ENSG00000280207 AC106795.5
ENSG00000280208 GGT4P
ENSG00000280211 AC106886.4
ENSG00000280213 UCKL1-AS1
ENSG00000280214 AC027682.7
ENSG00000280215 AC021613.1
ENSG00000280216 AL022326.2
ENSG00000280217 AC126564.1
ENSG00000280219 AC093908.1
ENSG00000280220 AL157414.3
ENSG00000280222 AL365209.1
ENSG00000280223 AL645820.1
ENSG00000280224 AL008636.1
ENSG00000280227 AC079416.3
ENSG00000280228 AC079753.1
ENSG00000280229 AL161658.1
ENSG00000280231 AL031719.2
ENSG00000280233 AC015813.7
ENSG00000280234 AC124303.2
ENSG00000280236 OR12D2
ENSG00000280237 MIR4697HG
ENSG00000280239 AC011498.7
ENSG00000280242 AL450226.2
ENSG00000280244 AL512356.3
ENSG00000280248 AC124319.4
ENSG00000280250 AC097372.4
ENSG00000280254 AC233723.2
ENSG00000280255 AC004947.2
ENSG00000280257 AC007741.1
ENSG00000280259 AL512662.1
ENSG00000280262 AC093671.1
ENSG00000280265 AC130456.7
ENSG00000280266 AC006372.4
ENSG00000280269 AP000577.1
ENSG00000280273 AF131216.4
ENSG00000280274 AC009145.4
ENSG00000280275 Z82209.2
ENSG00000280277 AL079342.3
ENSG00000280278 AC009108.5
ENSG00000280279 AC240565.2
ENSG00000280280 AC006435.5
ENSG00000280281 AL049781.1
ENSG00000280282 AC138430.2
ENSG00000280285 AC108215.1
ENSG00000280286 FRG1KP
ENSG00000280287 AC131212.3
ENSG00000280291 AC016251.2
ENSG00000280294 AC011008.2
ENSG00000280295 AC099811.6
ENSG00000280296 AL137058.3
ENSG00000280302 AP005264.7
ENSG00000280303 ERICD
ENSG00000280304 AC104260.2
ENSG00000280305 AC018765.1
ENSG00000280306 AC137056.2
ENSG00000280307 AP000676.4
ENSG00000280309 AC023300.3
ENSG00000280310 AC092437.1
ENSG00000280311 AC131212.4
ENSG00000280317 AL732618.1
ENSG00000280320 AC025262.3
ENSG00000280321 AC129502.1
ENSG00000280323 AC053503.6
ENSG00000280325 AC074183.2
ENSG00000280326 AC067931.2
ENSG00000280331 AC061999.1
ENSG00000280332 AC020917.4
ENSG00000280333 AC090617.9
ENSG00000280334 AC009084.2
ENSG00000280336 AC244517.12
ENSG00000280339 AP001528.3
ENSG00000280340 AC080080.2
ENSG00000280344 AC009166.2
ENSG00000280347 AC000123.3
ENSG00000280348 AL138713.1
ENSG00000280350 LINC01726
ENSG00000280351 AC127496.7
ENSG00000280353 AC011466.4
ENSG00000280355 AL132656.4
ENSG00000280356 AL021877.2
ENSG00000280357 AL138960.2
ENSG00000280359 AC105133.2
ENSG00000280362 AC084759.3
ENSG00000280365 AC021766.1
ENSG00000280367 AP002364.1
ENSG00000280368 AC034229.5
ENSG00000280369 AC012640.5
ENSG00000280372 CR382285.2
ENSG00000280373 AC091953.5
ENSG00000280374 AC019080.5
ENSG00000280376 AC012186.3
ENSG00000280378 AL353898.3
ENSG00000280380 AC009831.4
ENSG00000280381 AC026362.2
ENSG00000280383 Z95331.1
ENSG00000280384 FP325332.1
ENSG00000280385 AP000648.3
ENSG00000280388 AC006330.1
ENSG00000280392 AC007496.3
ENSG00000280395 AL034546.1
ENSG00000280397 AC011592.1
ENSG00000280398 AC005858.3
ENSG00000280399 AC022497.1
ENSG00000280400 AC127459.3
ENSG00000280401 AC022532.1
ENSG00000280402 AC093525.10
ENSG00000280407 AC132872.4
ENSG00000280409 LINC01101
ENSG00000280416 AC009084.3
ENSG00000280417 AC096887.2
ENSG00000280418 AC007326.2
ENSG00000280420 AC005355.2
ENSG00000280422 AC115284.2
ENSG00000280424 BX537318.2
ENSG00000280425 AL357673.2
ENSG00000280426 AC084876.2
ENSG00000280429 AF001548.3
ENSG00000280431 AL160394.1
ENSG00000280432 AP000962.2
ENSG00000280433 FP565260.7
ENSG00000280434 AL031595.3
ENSG00000280439 AC004836.1
ENSG00000280444 AC073592.10
ENSG00000280445 AL049536.1
ENSG00000280451 AL356094.1
ENSG00000280474 AL356481.2
ENSG00000280486 AC005329.3
ENSG00000280515 SALRNA2
